operator_id,missed_calls,total_incoming,avg_waiting,total_outgoing,missed_rate,ineficaz
903312.0,2.0,146.0,44.51724137931034,53.0,0.0136986301369863,True
903318.0,3.0,314.0,45.44444444444444,1332.0,0.009554140127388535,False
903390.0,0.0,9.0,20.285714285714285,0.0,0.0,True
903512.0,0.0,28.0,70.0,0.0,0.0,True
903974.0,0.0,11.0,61.666666666666664,0.0,0.0,True
903976.0,0.0,5.0,21.0,0.0,0.0,True
903978.0,0.0,8.0,38.0,10.0,0.0,True
904014.0,0.0,46.0,41.785714285714285,1429.0,0.0,False
904016.0,2.0,55.0,38.7037037037037,5120.0,0.03636363636363636,True
904038.0,2.0,498.0,52.45783132530121,231.0,0.004016064257028112,True
904044.0,1.0,117.0,47.06521739130435,27.0,0.008547008547008548,True
904058.0,0.0,19.0,18.294117647058822,0.0,0.0,True
904200.0,0.0,8.0,24.857142857142858,12.0,0.0,True
904202.0,0.0,9.0,12.857142857142858,246.0,0.0,True
904204.0,0.0,5.0,40.25,59.0,0.0,True
904284.0,0.0,49.0,24.870967741935484,0.0,0.0,True
904344.0,2.0,7.0,31.0,5.0,0.2857142857142857,True
904372.0,0.0,4.0,31.0,0.0,0.0,True
905082.0,0.0,4.0,34.0,0.0,0.0,True
905104.0,6.0,326.0,78.97183098591549,210.0,0.018404907975460124,True
905300.0,2.0,29.0,38.23529411764706,0.0,0.06896551724137931,True
905308.0,0.0,,,3.0,,True
905430.0,1.0,114.0,40.89473684210526,835.0,0.008771929824561403,False
905432.0,0.0,12.0,10.666666666666666,959.0,0.0,False
905470.0,0.0,,,3.0,,True
905472.0,0.0,2.0,21.0,9.0,0.0,True
905478.0,0.0,1.0,36.0,0.0,0.0,True
905480.0,0.0,,,1.0,,True
905538.0,2.0,264.0,77.88333333333334,3579.0,0.007575757575757576,True
905542.0,3.0,129.0,41.857142857142854,2173.0,0.023255813953488372,True
905564.0,1.0,58.0,44.75,758.0,0.017241379310344827,True
905566.0,2.0,47.0,30.653846153846153,910.0,0.0425531914893617,True
905570.0,0.0,,,102.0,,True
905574.0,0.0,5.0,13.0,474.0,0.0,True
905840.0,0.0,,,7.0,,True
905842.0,0.0,2.0,115.5,1251.0,0.0,True
905844.0,0.0,18.0,14.1875,1128.0,0.0,False
905862.0,3.0,112.0,30.238095238095237,1.0,0.026785714285714284,True
905870.0,0.0,151.0,54.6875,614.0,0.0,False
905930.0,0.0,80.0,13.86111111111111,407.0,0.0,True
905932.0,0.0,39.0,11.62962962962963,359.0,0.0,True
905934.0,0.0,1.0,9.0,21.0,0.0,True
